regon;nazwa;pkd07
13064506400024;DARIUSZ GERS                                                                                                            ;4941Z
27102332400022;ROMAN ZAJĄC FIRMA HANDLOWA O.K.                                                                                         ;4719Z
19042568600046;"FRANCISZEK WĘSIERSKI FIRMA USŁUGOWO-HANDLOWA ""KOŃ-TRAS""                                                                 ";9329Z
24167335300039;DAAK DAMIAN KRECZMER                                                                                                    ;4511Z
27047924600030;ZAKŁAD PRODUKCYJNO-USŁUGOWO-HANDLOWY Bogusław Sarnik                                                                    ;5610A
51030696800035;TESLA-NET ROBERT DRĄG                                                                                                   ;4778Z
34139425900031;PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ARK-TECH ARKADIUSZ OSTROWSKI                                                         ;4782Z
63464875300023;HALINA WÓJCIK                                                                                                           ;4941Z
27269639600021;"FIRMA HANDLOWO-PRODUKCYJNA ""PRIMA"" Jarosław Gamrat                                                                      ";6820Z
28052808900027;PERUWIANKA - Alpaki na Warmii Ośrodek Terapeutyczno - Rekreacyjny IRENA BORSUK                                          ;8690E
27264031000028;PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE TRAWERS DARIUSZ PIOTROWICZ                                                           ;4120Z
00348233000029;FIRMA TRANSPORTOWA AWOS  Roman SOWA                                                                                     ;4941Z
43045263406912;STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                       ;4711Z
93114919300096;Modern TOMASZ SZKUDLAREK                                                                                                ;4719Z
02125012000020;TOMASZ KOWALSKI TKO                                                                                                     ;5610A
12084823700136;Smaki Tradycji DAMIAN LEŚNIAK                                                                                           ;4781Z
45066606400025;GRAŻYNA CHROSTOWSKA SKLEP SPOŻYWCZO - PRZEMYSŁOWY                                                                       ;4711Z
34034016100106;PERFEKT - DRUK - Maciej Wiśniewski                                                                                      ;4711Z
43045263403053;STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                       ;4711Z
51956210101105;"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""APADOL"" PIOTR DOLIŃSKI                                                            ";4779Z
49211088800045;CZYRNEK GRAŻYNA                                                                                                         ;4711Z
43082928600060;ELŻBIETA DOMIAŃCZYK                                                                                                     ;5610A
14227535600039;Krzysztof Gwardecki EURO-DELIKATESY                                                                                     ;4711Z
51965138800030;"SKLEP SPOŻYWCZY JACEK MILEWSKI ;J.J.MILEWSCY S.C.                                                                       ";4711Z
28156667200032;Geo Camp Sławomir Grabski                                                                                               ;4711Z
06069604100020;"PORADNIA DIETETYCZNA "" VITALIA"" EDYTA SZYMANIAK                                                                         ";8690E
31001035200035;PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE - SŁAWOMIR BANASIAK                                                               ;4643Z
36964454000038;Crazy Bubble Tarnów                                                                                                     ;5610A
02128238000026;Usługi Radiologiczne Joanna Ratajczak                                                                                   ;8690E
12266043700028;Urszula Gwiazdowicz Indywidulana Praktyka Pielęgniarska                                                                 ;8690C
07005114100046;WIESŁAW PAWELA                                                                                                          ;4520Z
07005114100053;WIESŁAW PAWELA                                                                                                          ;4520Z
37116672400029;PIOTR KUCHARZ PRACOWNIA PROTETYCZNA DYNADENT                                                                            ;3250Z
31155555600062;MAŁA GASTRONOMIA Iwona Grzelak                                                                                          ;5610A
24023307200027;HANDEL-USŁUGI KARINA BARON-BISKUPEK                                                                                     ;4711Z
24262553400028;JUSTYNA KOSMALA                                                                                                         ;2221Z
13017426800035;INTER-AUTO Krzysztof Wiśniewski                                                                                         ;4519Z
23049266300032;HANDEL OBWOŹNY ARTYKUŁY SPOŻYWCZO-PRZEMYSŁOWE ADAM KONDRAT                                                              ;4782Z
61039186000029;ZHU EXPRESS JACEK TOMASZEWSKI                                                                                           ;2561Z
38178145600029;KOMPERDA PAWEŁ ECO SER w spadku                                                                                         ;4781Z
32040146400074;DESIGN DEVELOPMENT SEBASTIAN MORZYC                                                                                     ;4719Z
32150885600020;AKADEMIA RATOWNICTWA Wojciech Grzesiak                                                                                  ;9311Z
36085929000037;FIRMA HANDLOWO USŁUGOWA BUBUK JAKUB WYSZYŃSKI                                                                           ;5610A
53137334200060;"Ireneusz Rachwalik ""Bar Pod Wagą"" Jezioro Srebrne w Osowcu                                                              ";5610B
51960940000020;"ASZKIEŁOWICZ AGNIESZKA HANDEL USŁUGI OPTYCZNE ""OPTYKA""                                                                  ";4778Z
20065013400022;STUDIO URODY EWELU Ewelina Horosz-Lulewicz                                                                              ;9602Z
21040963700147;PPHU GRZEGORZ LISICKI                                                                                                   ;4778Z
03094168200040;LARGO Piotr Pawłowski                                                                                                   ;3832Z
32135545300032;ALINA FELIŃSKA FIRMA HANDLOWA FALA                                                                                      ;4719Z
27204926000021;"JANUSZ CHOLEWCZYŃSKI, ""TARG-BUD""                                                                                        ";4789Z
34132609700028;Maria Kala                                                                                                              ;5610A
34132609700035;Maria Kala                                                                                                              ;5610A
11061459900033;Mini Market Henryk Malinowski                                                                                           ;4711Z
27104876101032;BADAJ.TO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                        ;8690E
38230975000020;Nieruchomości Dudek - Sylwia Dudek-Wołoszyn                                                                             ;6831Z
38709614100015;Salon Fryzjerski Kosmyk Patrycja Skowron                                                                                ;9602Z
20068027600038;Medilo PATRYK DREWNOWSKI                                                                                                ;4339Z
35108707000030;ANDRZEJ BALON ANDREX - RECYCLING                                                                                        ;3832Z
63964473100052;KJM GRUPA HANDLOWA                                                                                                      ;4719Z
47320408700039;YOUR CATERING GROUP S.C.WIOLETTA BRZEZIŃSKA, PAWEŁ BRZEZIŃSKI                                                           ;5610A
51088704300029;"PHU ""DUET"" J. I E. NIEDROSZLAŃSCY - SPÓŁKA JAWNA                                                                        ";1624Z
93004994000031;JRW FIRMA HANDLOWA RYSZARD WOJCIECHOWSKI                                                                                ;6820Z
57021631300040;WIESŁAWA NOWICKA NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ZAKŁAD RENTGENODIAGNOSTYKI                                       ;4799Z
93296254200028;CHOMAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                          ;4941Z
27064686200043;"JANUSZ MODERSKI PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""GALLINA""                                                ";4711Z
11067995000047;PRZEDSIĘBIORSTWO WIELOBRANŻOWE SZUMIŁO GRZEGORZ                                                                         ;9602Z
77148712000035;NALEŚNIKARNIA                                                                                                           ;5610A
61140153600058;"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""KANAT"" KRZYSZTOF PRZYBYŁOWSKI                                                           ";4520Z
02229629400031;FARON SAAD ELSEBAEY                                                                                                     ;5610A
67052560800059;SKLEP MANDARYN-S                                                                                                        ;4719Z
30128897900042;USŁUGI PIELĘGNIARSKIE MGR ANETA ZIELIŃSKA-ŻYBURA                                                                        ;8690C
13045364300026;Ewa Biegalska                                                                                                           ;5610A
15013094700026;AKRAV CONCEPT MARIA OSUCHOWSKA                                                                                          ;7420Z
59030584000023;"""SKWAREK"" PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE PIOTR MOKROWIECKI                                                          ";4711Z
35707843900042;ANNA KARDASZ                                                                                                            ;8690C
35707843900074;ANNA KARDASZ                                                                                                            ;8690C
14068112900035;MOVE PICTURE MAGDALENA OPACKA                                                                                           ;7420Z
36369758600025;KATARZYNA MIAŚKIEWICZ                                                                                                   ;6820Z
79078985000060;"""MILO BIS"" SŁAWOMIR CIMOCHOWSKI                                                                                         ";4711Z
51088125300057;FIRMA PRODUKCYJNO-HANDLOWA KRZYSZTOF KŁOSOWSKI                                                                          ;6820Z
30214714600027;KARO -KAROLINA KOSZAK                                                                                                   ;4711Z
30251760800027;SEBASTIAN URBANIAK FIRMA HANDLOWO-USŁUGOWA                                                                              ;9602Z
63977802900031;Studio Perfect                                                                                                          ;9602Z
63977802900049;AGNIESZKA JENDRASZAK FIRMA HANDLOWO-USŁUGOWA                                                                            ;4711Z
30146770700026;DAMIAN GAJNY CATERING CHEF                                                                                              ;4719Z
59228958800046;"""MARMATT"" MARCIN MOŚCIŃSKI                                                                                              ";4779Z
33124520200022;NBW MEDIA IZABELA URBANIAK-MARUT                                                                                        ;6312Z
45021143500029;PIŁASZEWICZ JECEK ANDRZEJ                                                                                               ;7420Z
22013240600032;"""ELKARCO"" ELŻBIETA FRANKOWSKA-KASZUBOWSKA                                                                               ";5210B
01135627000038;Mechanika Pojazdowa Zbigniew Rożnowski                                                                                  ;4520Z
12045477400020;"Firma Handlowo Usługowa ""AUTO-RUDNIK""  LUCJAN OLCHAWSKI                                                                 ";4520Z
35676075500020;"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""EKO"" TOMASZ BORECKI I ADAM PASEK SPÓŁKA JAWNA                                       ";4643Z
24258467000020;"""MCG"" Grzegorz Koclejda                                                                                                 ";8219Z
36093593800016;L-TRADE JAKUB LEONARCZYK                                                                                                ;4791Z
02149168000058;WITKOWSKI PIOTR                                                                                                         ;6820Z
87054082000063;PIEKARNIA - CUKIERNIA B.K. RUMIŃSCY Krzysztof Rumiński                                                                  ;4711Z
38537464700020;Mateusz Wrocławski Paryska-Plus                                                                                         ;4711Z
49079765100211;Bobak Tadeusz TBM-SPORT                                                                                                 ;9104Z
38693646100013;SP ZOZ PPR W ŚWIDNICY                                                                                                   ;8690B
38710908500010;Alicja Gabillaud                                                                                                        ;5610A
39092584000059;LUXARTE MAREK CIMKE                                                                                                     ;7410Z
63425467500047;Jo Mo Design Magdalena Modra-Krupska                                                                                    ;4791Z
30223134900039;IB NIERUCHOMOŚCI INGA BARANOWSKA                                                                                        ;6820Z
14682184400023;P&J Jacek Kubicki                                                                                                       ;5610B
24189901100029;SP SYLWIA INOWŁODZKA                                                                                                    ;5610A
27762997300029;Grzegorz Romański  PROTELEKOM S.C.                                                                                      ;4791Z
53137070500028;KOZŁOWSKA IRENA GOSPODARSTWO ROLNE                                                                                      ;0119Z
38682020900014;SALON FRYZJERSKI KOLOROWY WŁOS ANGELIKA MIERNOW                                                                         ;9602Z
14327821000055;MODERN Catering & Event Katarzyna Oskiera                                                                               ;5610A
24194443800520;KAMEX II MLEK I KANIA SPÓŁKA JAWNA                                                                                      ;4719Z
25152803400054;"ZAKŁAD USŁUGOWO HANDLOWY ""ŚWIATOWIT"" MARIUSZ CIEŚLAK                                                                    ";5610A
09154298300083;ZM CONCEPT ZBIGNIEW ZYGMUNT                                                                                             ;4759Z
27104876101040;BADAJ.TO SP Z O.O.                                                                                                      ;8690E
24103242400020;IRENEUSZ PIESIURA SKLEP SPOŻYWCZY                                                                                       ;4711Z
32096393700041;VIP DIVER KLUB NURKOWY MARLENA ZASADZKA                                                                                 ;8551Z
38092060200012;KATARZYNA PACZKOWSKA AxCompany                                                                                          ;4711Z
38645976500023;ANETA KUC                                                                                                               ;9602Z
09307682900024;"P.H.U. ""RAFEX"" IMPORT-EKSPORT RAFAŁ ŚWIĄTKOWSKI                                                                         ";4941Z
41142338900800;MICHAŁ MANISZEWSKI GLUTEX                                                                                               ;4778Z
51064126000022;HURTOWNIA KANGUREK                                                                                                      ;4719Z
14085328600020;Biuro Podróży Gryzelda Travel, Ewa Liberman                                                                             ;7911A
83039884000039;USŁUGI TRANSPORTOWE - PRZEWÓZ OSÓB TOMASZ WÓJTOWICZ                                                                     ;9329B
24120550500012;CRISTAILS NAILS  ZACHARSKA JOANNA                                                                                       ;9602Z
27012662500043;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KRZYSZTOF BIELA                                                                      ;4520Z
01681019800023;SOŁTYS WITOLD                                                                                                           ;6831Z
05065475400023;NZOZ ZAKŁAD RADIOLOGII EKO - RENT K. PIEKARSKI, S. ZANIEWSKI S.J.                                                       ;8690E
24293578900025;ANGO Andrzej Gocoł                                                                                                      ;4791Z
27386362000020;BEATA MAKSYMIUK                                                                                                         ;6820Z
27609185600030;P.H.TABA - FILIA                                                                                                        ;4711Z
89067605300036;"Koszykarski Klub Sportowy ""ŚNIEŻNE WRONY"" ŚWIDNICA MACIEJ WODZIŃSKI                                                     ";8551Z
36018217200037;"EKO-KRUSZ Izabela Szlaska; wspólnik spółki cywilnej Przedszkole Niepubliczne ""Stumilowy Las""                            ";8510Z
08121733400027;ŁUKASZ ŚMIERZCHALSKI                                                                                                    ;4120Z
36013510300020;FAT FISH FILM TOMASZ SOBCZAK                                                                                            ;5911Z
36251998300029;Myjnia Samochodowa                                                                                                      ;4520Z
18042992400022;ŁUKASZ MARKOWSKI FIRMA HANDLOWO-USŁUGOWA MARKOS                                                                         ;4939Z
29054631700030;"""MINILAB SYSTEM"" Maciej Dróżdż                                                                                          ";3312Z
12039763900045;Firma KONDZIUS Konrad Linczowski                                                                                        ;6120Z
01719494000168;Częstochowskie Centrum Słuchu i Mowy  „Medincus”                                                                        ;8690E
02201323800026;Termodom Mariusz Osikiewicz                                                                                             ;4519Z
01739920400021;"""KUBUŚ"" Maria Edyta Chojnacka                                                                                           ";4778Z
28062208400032;L.P.C.  PIOTR MIŁASZEWICZ                                                                                               ;7490Z
79014624600038;Przychodnia Lekarzy Specjalistów OPTIMA                                                                                 ;8690E
36100076000013;ROBERT ZAGOROWSKI RONIN SZCZECINEK                                                                                      ;8551Z
36014234000023;NorSport Patryk Norek                                                                                                   ;4791Z
36237546100011;MICHAŁ RUDNIK                                                                                                           ;6619Z
15196922100149;"Katarzyna Mańczyk Firma ,,KDM""                                                                                          ";6619Z
30139420400075;"1. ""VIVAX"" Spółka cywilna Nowak Marta 2. Marta Nowak - Pamed                                                            ";8690D
12260694600065;"""MISTRZOWIE ZABAWY"" Kazimierz Popiel                                                                                    ";8510Z
53163679300024;GRZEGORZ WIECZOREK                                                                                                      ;4789Z
12100634500035;MACIEJ PAWELA                                                                                                           ;4791Z
38179327000018;Firma Handlowo-Usługowa Damian Włodarski                                                                                ;4719Z
65016381300585;P.H. DAKRON Wasiewicz Krzysztof                                                                                         ;5610A
29098412900026;"Tomasz Stąpor ""HANDLOBUD""                                                                                               ";4120Z
28150147700029;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE Mariusz Gleba                                                                        ;7490Z
30026885100025;MARZENA SROCZYŃSKA GABINET KOSMETYCZNY                                                                                  ;9602Z
24044174100052;SŁABOŃ MARTA DECER                                                                                                      ;4719Z
30240986000024;STEREO Michał Lasota                                                                                                    ;4778Z
22179931900037;PRODEMAX WOJCIECH ZWARA                                                                                                 ;2229Z
09030973000028;PRZEDSIĘBIORSTWO WIELOBRANŻOWE ROMAN GŁOWIŃSKI                                                                          ;4789Z
38680865100015;Usługi Pielęgniarsko-Medyczne Izabela Gniefkowska                                                                       ;8690C
55087510300022;ATOS LESZEK MELION                                                                                                      ;4399Z
24050152600024;KOWALCZYK KATARZYNA FIRMA HANDLOWO USŁUGOWA -KATIKO-                                                                    ;4719Z
29117008000040;PEDAGOGICZNA BIBLIOTEKA WOJEWÓDZKA W KIELCACH FILIA W KAZIMIERZY WIELKIEJ                                               ;9101A
29117008000057;PEDAGOGICZNA BIBLIOTEKA WOJEWÓDZKA W KIELCACH FILIA W KOŃSKICH                                                          ;9101A
29117008000129;PEDAGOGICZNA BIBLIOTEKA WOJEWÓDZKA W KIELCACH FILIA W STASZOWIE                                                         ;9101A
28142818300023;"Szkoła Tenisa ""SCOREII"" Mateusz Skorek ; wspólnik spółki cywilnej - ""EL-TENIS""                                          ";9311Z
02020614000081;H& J PROMOTIONS HUBERT MIELIŃSKI                                                                                        ;5610A
02022449700047;"""CICHY CARS"" ŁUKASZ CICHOWSKI                                                                                           ";4511Z
24036068100022;"KAMIL CYMERMAN Bar ""IRYS""                                                                                               ";5610A
12040211600045;1. CONNECT MONIKA GWIZDAŁA 2. DM MONIKA GWIZDAŁA Wspólnik Spółki Cywilnej                                               ;9602Z
38379927100017;INDYWIDUALNA PRAKTYKA POŁOŻNICZA MARIOLA ORŁOW                                                                          ;8690C
24143602100029;STRASZ RAFAŁ                                                                                                            ;6619Z
27806078800022;ŚLĄSKIE CENTRUM PATOMORFOLOGII                                                                                          ;8690E
27681523100046;"GBYL PAWEŁ Przedsiębiorstwo Handlowo Usługowe ""RAK-POL""                                                                 ";6820Z
38430247900015;ANTONIO Krystian Zieliński                                                                                              ;5610A
24302649700022;"PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWO USŁUGOWE ""PROCHEMIA"" SPÓŁKA CYWILNA  CEREBRUM   SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALN";3299Z
29079980500032;DREW-MECH SŁAWOMIR DZIUBIŃSKI w spadku                                                                                  ;1610Z
38155759800010;MOBILNY FITNESS PAULINA ROSIAK                                                                                          ;8551Z
01548147900111;"""SYLWIS"" Sylwia Snopek-Konarska                                                                                         ";7490Z
01586181600026;ANETA PAWŁOWSKA SKLEP SPOŻYWCZO-PRZEMYSŁOWY                                                                             ;4711Z
14251622200027;SALON PIOTR KOZŁOWSKI                                                                                                   ;9602Z
01561138000039;"PUNKT APTECZNY-MIĘDZYBORÓW ŁUKASZ KOŹBIAŁ; ŁUKASZ KOŹBIAŁ                                                               ";8551Z
24136281900062;Kazimierz Kwiecień Przedsiębiorstwo Usługowo-Handlowe                                                                   ;5610A
06009864700020;Tomaszuk Anna, Exito                                                                                                    ;4791Z
38445579200067;Busse Nieruchomości Aneta Busse                                                                                         ;6820Z
87024021300026;MEGA-TRANS JANUSZ PYĆ                                                                                                   ;4941Z
09000640300036;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
09000640300043;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
09000640300108;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
09000640300115;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
09000640300122;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
09000640300130;"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""AUTOS"" MAREK SAŁEK                                                      ";6820Z
30176792900029;UNI - FENSTER ALEKSANDRA NITKA                                                                                          ;1623Z
97802925900024;Indywidualna Praktyka Pielęgniarska Jolanta Jędrzejewska                                                                ;8690C
09149792300083;Wenecja                                                                                                                 ;5610A
22052628100035;"FIRMA HANDLOWA ""TWÓJ WARZYWNIAK"" MIROSŁAW CIECHANOWSKI                                                                  ";4781Z
27144813000044;Krzysztof Oczadły Jubiler                                                                                               ;6820Z
30233924200027;PRORAF Rafał Rusin                                                                                                      ;6820Z
32109455000023;MATEUSZ KOŻYB                                                                                                           ;5610A
55070522300044;MULTI SPORT Barbara Radzka                                                                                              ;4719Z
01272870300021;STEFAN KUTA S.KUTA MOTORS                                                                                               ;4520Z
01185284900020;SPECJALISTYCZNA PRAKTYKA LEKARSKA PAWEŁ GALUS                                                                           ;6820Z
38323221600018;Specjalistyczne Usługi Sprzątające Łukasz Fil                                                                           ;8121Z
87113138300022;"PPHU ""ALU-VERTIX"" S.C. BASIŃSKA BARBARA, MOSSAKOWSKA MAGDALENA                                                          ";7490Z
51041091500087;FIRMA WIELOBRANŻOWA BEATA BAŁAZY                                                                                        ;5610A
97064464000026;IMPORT-EXPORT ANDRZEJ STOLARZ                                                                                           ;8690E
53212634400032;"Krystian Jarzombek Zakład Produkcyjno-Handlowy ""Jarzombek""                                                              ";4781Z
55072289400028;FHU MIRA RADOSŁAW KACPRZYŃSKI                                                                                           ;4519Z
41006150100014;MECHANIKA I BLACH.POJAZDOWE ADAMCZAK MIECZYSŁAW,STARE BOJANOWO                                                          ;4520Z
09151410700032;PPHU HURT-DETAL Zbigniew Borzyszkowski                                                                                  ;4711Z
83006944300059;Jacek Górniak PHU-MINI-MAX                                                                                              ;4711Z
36387946500048;Marta Cerekwicka-Zielińska                                                                                              ;6820Z
67248880500028;"OSUCHOWSKI WIKTOR ""VIKTORIA""                                                                                            ";4711Z
67198594400045;"PIOTR KIELOCH FIRMA HANDLOWA ""PERFEX""                                                                                   ";4782Z
27671198000066;ZESPÓŁ PARKÓW KRAJOBRAZOWYCH WOJEWÓDZTWA ŚLĄSKIEGO - ODDZIAŁ W KALINIE                                                  ;9104Z
24148323300038;EUROSTAL  Krzysztof Żak                                                                                                 ;4399Z
47159792900080;"BIURO OBROTU NIERUCHOMOŚCIAMI ""AURA"" RYSZARD DZIUBA                                                                     ";6820Z
01264527100043;"""TORTILLA-SERVIS"" DOROTA SZELĄG-FRONTCZAK                                                                               ";5210B
27215843400031;"Przedsiębiorstwo Handlowo - Usługowe ""SYLWIA"" - Jarosław Stańko                                                         ";4931Z
34150716600028;Centrum Dermo Medica                                                                                                    ;8690E
93299310000029;FTRANS MARCIN BARAŃSKI                                                                                                  ;4941Z
93299310000036;FTRANS MARCIN BARAŃSKI                                                                                                  ;4941Z
63014646300029;AUTO-SZAŁEK-SERWIS                                                                                                      ;4520Z
34036559200059;IWONA WĘGLERSKA                                                                                                         ;8690C
32064191000048;"Sklep Spożywczo-Przemysłowy ""U Kasi"" - Katarzyna Kucybała                                                               ";4711Z
12139715600025;Agnieszka Krynicka                                                                                                      ;8690A
14136339000020;STODIO EMS Seweryn Lipiński                                                                                             ;8551Z
15078214700036;Zajazd NOWY DWÓR                                                                                                        ;5610A
24144590700032;MIROSŁAW SYBILA                                                                                                         ;4711Z
93257615800022;ZAKŁAD OGÓLNOBUDOWLANY - SYLWESTER KOSTRZEWA                                                                            ;4120Z
51030769500029;ADMM ZIELIŃSKI ALEKSANDER                                                                                               ;1623Z
43162936500049;"Drozd Roman - Przedsiębiorstwo Handlowo Usługowe ""ADAR""                                                                 ";1610Z
53138587100022;FOOD WANTED IRENEUSZ CZABAK                                                                                             ;5610B
24012386300040;"Przedsiębiorstwo Produkcyjno Handlowo Usługowe ""ARMINI"" Paweł Jagieła                                                   ";9329B
93255570700048;"KRUPKA ANETA FIRMA ""U KOŁODZIEJA""                                                                                       ";4711Z
23091955800048;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA STAWOWA KRYSTYNA                                                                    ;8690C
31051611700094;"PRZEDSIĘBIORSTWO PRODUKCYJNE ""ELKA"" ANDRZEJ MAZURKIEWICZ                                                                ";6820Z
47296685000027;"""PRALNIA"" MICHAŁ WIECZOREK, SALWADOR KOWENICKI                                                                          ";5610A
21127473100020;STEFAN JASKÓLSKI                                                                                                        ;4782Z
35707843900081;"ANNA KARDASZ NIEPUBLICZNY ZAKŁAD USŁUG PIELĘGNIARSKICH ""AMIKUS""                                                         ";8690C
14629159900028;K2 Karolina Kołtun                                                                                                      ;5911Z
36024747000030;ADVANCED WATER SYSTEMS ARKADIUSZ OGONOWSKI                                                                              ;5610A
38712760500010;Poradnia Dietetyczna AS ANNA SENDAL                                                                                     ;8690E
71043047800028;"""USŁUGI TRANSPORTOWE"" ADAM ZGÓDKA                                                                                       ";4511Z
10038025800038;TENAX PIOTR SMOLAGA                                                                                                     ;2223Z
97044941800052;FIRMA HANDLOWO-USŁUGOWA MAŁGORZATA FIAŁKOWSKA                                                                           ;6820Z
27747927800022;MARIUSZ KONEFAŁ                                                                                                         ;6820Z
24295724200020;FABINIAK KATARZYNA                                                                                                      ;6820Z
14213967600024;Extreme Case Michał Chrząszcz                                                                                           ;1624Z
36137160400021;PARTY PACK ANDRZEJ ZALEWSKI                                                                                             ;8690A
24301201200071;Sklep Spawalniczy i Serwis FU NAPIKON Jacek Kiedos                                                                      ;4719Z
27766391200028;ZIOŁKOWSKA-SZKODA EWA Firma Handlowo-Usługowa MINI-MAX                                                                  ;4711Z
27697250000034;FIRMA HANDLOWA DANUTA PARZNIEWSKA                                                                                       ;4711Z
24111437500023;URSZULA BOGDANOWICZ                                                                                                     ;7420Z
15214189500040;Adrian MICHALIK FIRMA HANDLOWO - USŁUGOWA                                                                               ;4779Z
35714739900056;ROBERT SOBÓL-SHIFTCOMP USŁUGI INFORMATYCZNE                                                                             ;9003Z
35126269100020;MAŁGORZATA GULIŃSKA MARGOT TRAVEL                                                                                       ;7490Z
06033427200026;Maciej Bednarzak                                                                                                        ;8690B
19290091500030;Tomasz Zajączkowski  TOMAXXX                                                                                            ;4781Z
75009662800030;AUTO-HANDEL DURCAR Iwona Durańska                                                                                       ;4511Z
41151948000073;"NZOZ ""HOSPICJUM DOMOWE"" MARIUSZ MANIA                                                                                   ";8690C
17079631700023;PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE MAGDALENA CZAPLIŃSKA ZBIÓRKA SUROWCA UTYLIZACYJNEGO                                  ;4941Z
87124132100051;"FIRMA HANDLOWO-GASTRONOMICZNA ""MANEKIN"" Radosław Kozak                                                                  ";5610A
61140204000022;SKIERSKI ADAM DARIUSZ 1. PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE 'MIX' 2. 'TWÓJ DOM' Sklep Przemysłowy Skierska Zofia i S-ka ;4759Z
75044208800026;"Firma ""ŻELAZNY"" Krzysztof Żeleźnik                                                                                      ";1812Z
10012636000040;F.H.P. MARCIN LINDNER                                                                                                   ;5610A
10157228000028;TECH-ROAD DOMINIK OZDOBIŃSKI                                                                                            ;4211Z
31152480500057;Wanda Środowska Wynajem Nieruchomości                                                                                   ;6820Z
31152480500064;Wanda Środowska Wynajem Nieruchomości                                                                                   ;6820Z
31152480500071;Wanda Środowska Wynajem Nieruchomości                                                                                   ;6820Z
12145989700027;Ready to beauty Romualda Burliga                                                                                        ;9602Z
38283192000014;Sklep Spożywczo -Przemysłowy Monika Wilkowska-Gnych                                                                     ;4711Z
22107667300058;Joanna Witkowska-Harper I. PHU HELGASTRO II. PHU JMM (wspólnik spółki cywilnej)                                         ;4711Z
38081250000017;GERO CORP Damian Sobowiec                                                                                               ;6831Z
41104581700040;ROBERT SZULC ALMAR-I                                                                                                    ;4511Z
57000284200240;"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""POLTOM"" JADWIGA JANICKA                                                                 ";5610A
63979886500024;"""MEDILENS"" SPÓŁKA CYWILNA ŁUKASZ DZIEL, DOMINIKA DZIEL                                                                  ";4778Z
14625531000034;Mariusz Łabęcki  FIRMA HANDLOWO-USŁUGOWA ADMAR                                                                          ;4941Z
21025093500063;1) ATL - SPED AUTO TRANSPORT - LISKOWSKI SŁAWOMIR, 2) MD. MEBEL & DESIGN                                                ;5229C
32020114000030;Centrum Optyczne Agnieszka Lemańczyk                                                                                    ;4778Z
67069121200023;P.H.U. AGNIESZKA NOWOCIN                                                                                                ;4711Z
69058621500030;NEURO- CENTRUM JOLANTA CHMIELIŃSKA                                                                                      ;6820Z
69058621500070;NEURO- CENTRUM JOLANTA CHMIELIŃSKA                                                                                      ;6820Z
14712871400039;Joanna Calak Kącik Urody                                                                                                ;9602Z
30242743700022;CENTRUM REHABILITACYJNO-SPECJALISTYCZNE                                                                                 ;8690A
30149767700043;Firma Handlowa Edyta Szeszycka                                                                                          ;1629Z
35668794600028;"""CAT-BUD"" ZBIGNIEW ŻĄDŁO                                                                                                ";4778Z
22172967800020;FIRMA USŁUGOWO HANDLOWA TOMASZ SADOWSKI                                                                                 ;9602Z
55037793101058;Sklep Delikatesy Rodzinne                                                                                               ;4711Z
14179872100046;MALINKA BARTOSZ SZUBA                                                                                                   ;4711Z
