regon;nazwa;pkd07
0003556020022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WADOWICACH ";4711
0003556020023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WADOWICACH ";4711
0003556020025U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WADOWICACH ";4711
0003556020032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WADOWICACH ";4711
0003556600019U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600027U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600028U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600029U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600030U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003556600032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WĘGIERSKIEJ GÓRCE  ";4711
0003558260012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W MILÓWCE";4711
0003558260017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W MILÓWCE";4711
0003558260018U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W MILÓWCE";4711
0003558260023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W MILÓWCE";4711
0003558550006U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W PORĄBCE Z/S W KOBIERNICACH   ";4711
0003558840021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840030U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840031U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840034U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840037U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840038U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840039U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003558840040U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W RAJCZY ";4711
0003561680009U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003562400016U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400018U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400020U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400021U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400022U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400023U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003562400024U;"SPÓŁDZIELNIA ""LEŚNIANKA""  ";4711
0003563000006U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KODNIU ";4711
0003563000007U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KODNIU ";4711
0003563000008U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KODNIU ";4711
0003563000009U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KODNIU ";4711
0003563750021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750028U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750031U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003563750032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4711
0003564580027U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA "" W TERESPOLU W LIKWIDACJI";4711
0003564580030U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA "" W TERESPOLU W LIKWIDACJI";4711
0003564580039U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA "" W TERESPOLU W LIKWIDACJI";4711
0003564580050U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA "" W TERESPOLU W LIKWIDACJI";4711
0003564580053U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA "" W TERESPOLU W LIKWIDACJI";4711
0003566590011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590018U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003566590022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W HARASIUKACH";4711
0003568430012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430016U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430019U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003568430022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TARNOGRODZIE ";4711
0003573280008U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BIAŁOPOLU  ";4711
0003573280010U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BIAŁOPOLU  ";4711
0003576820010U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KRASNYMSTAWIE;4711
0003577420008U;SPÓŁDZIELNIA ROLNICZO-HANDLOWA W FAJSŁAWICACH;4711
0003577420010U;SPÓŁDZIELNIA ROLNICZO-HANDLOWA W FAJSŁAWICACH;4711
0003577420012U;SPÓŁDZIELNIA ROLNICZO-HANDLOWA W FAJSŁAWICACH;4711
0003581090011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090016U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090018U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003581090020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W URZĘDOWIE  ";4711
0003582620013U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620014U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620015U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620017U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620018U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620022U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620024U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003582620026U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""JUTRZENKA""";4711
0003583680009U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" WILKOŁAZIE   ";4711
0003583680011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" WILKOŁAZIE   ";4711
0003583680013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" WILKOŁAZIE   ";4711
0003583680014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" WILKOŁAZIE   ";4711
0003583680015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" WILKOŁAZIE   ";4711
0003584860014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W FIRLEJU";4711
0003584860015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W FIRLEJU";4711
0003584860016U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W FIRLEJU";4711
0003584860022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W FIRLEJU";4711
0003584860024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W FIRLEJU";4711
0003585170013U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170014U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170015U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170017U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170018U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170019U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170022U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585170024U;GMINNA SPÓŁDZIELNIA SAMOPOMOC CHŁOPSKA W KAMIONCE ;4711
0003585460017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460019U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460025U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460027U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460028U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460029U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003585460030U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUDWINIE   ";4719
0003586640014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W OSTROWIE LUBELSKIM ";4711
0003586640015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W OSTROWIE LUBELSKIM ";4711
0003586640017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W OSTROWIE LUBELSKIM ";4711
0003586640020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W OSTROWIE LUBELSKIM ";4711
0003586640022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W OSTROWIE LUBELSKIM ";4711
0003588420006U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W NIEDRZWICY DUŻEJ   ";4711
0003588420007U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W NIEDRZWICY DUŻEJ   ";4711
0003588420008U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W NIEDRZWICY DUŻEJ   ";4711
0003588420009U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W NIEDRZWICY DUŻEJ   ";4711
0003588420010U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W NIEDRZWICY DUŻEJ   ";4711
0003589900002U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JASTKOWIE  ";4711Z
0003590660011U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660012U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660014U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660016U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660017U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660018U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003590660021U;SPÓŁDZIELNIA HANDLOWO PRODUKCYJNA W TRAWNIKACH    ;4719
0003593620014U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620015U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620016U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620020U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620021U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620022U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620024U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620025U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003593620026U;"SPÓŁDZIELNIA ROLNICZO-HANDLOWA ""SAMOPOMOC CHŁOPSKA"" W NIEMCACH";4711
0003595050018U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KRZYWDZIE  ";4711
0003595050020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KRZYWDZIE  ";4711
0003595050021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KRZYWDZIE  ";4711
0003595050026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KRZYWDZIE  ";4711
0003595050027U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W KRZYWDZIE  ";4711
0003595570011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ŁUKOWIE";4711
0003595570012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ŁUKOWIE";4711
0003595570014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ŁUKOWIE";4711
0003595570015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ŁUKOWIE";4711
0003595570017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ŁUKOWIE";4711
0003596170019U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W STOCZKU ŁUKOWSKIM  ";4719
0003596170023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W STOCZKU ŁUKOWSKIM  ";4719
0003596170026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W STOCZKU ŁUKOWSKIM  ";4719
0003596170031U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W STOCZKU ŁUKOWSKIM  ";4719
0003596170033U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W STOCZKU ŁUKOWSKIM  ";4719
0003596980009U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003596980010U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003596980011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003596980012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003596980013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003596980016U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W ULANIE ";4711
0003599360016U;"SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""SAMOPOMOC CHŁOPSKA"" W OPOLU LUBELSKIM W LIKWIDACJI   ";4719
0003599360020U;"SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""SAMOPOMOC CHŁOPSKA"" W OPOLU LUBELSKIM W LIKWIDACJI   ";4719
0003599360023U;"SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""SAMOPOMOC CHŁOPSKA"" W OPOLU LUBELSKIM W LIKWIDACJI   ";4719
0003599360025U;"SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""SAMOPOMOC CHŁOPSKA"" W OPOLU LUBELSKIM W LIKWIDACJI   ";4719
0003602820008U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BARANOWIE W LIKWIDACJI ";4711
0003602820013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BARANOWIE W LIKWIDACJI ";4711
0003603130008U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003603130009U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003603130010U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003603130013U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003603130014U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003603130016U;SPÓŁDZIELNIA ROLNICZO - HANDLOWA W GARBOWIE ;4711
0003605720019U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720020U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720021U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720022U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720023U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720025U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720026U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720027U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720029U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720030U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720031U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003605720036U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA""  ";4719
0003606030005U;"REJONOWA SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""ZGODA""";4719
0003606030007U;"REJONOWA SPÓŁDZIELNIA ZAOPATRZENIA I ZBYTU ""ZGODA""";4719
0003606780010U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780016U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003606780017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W BORKACH";4711
0003608270008U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608270010U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608270011U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608270012U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608270013U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608270014U;"SPÓŁDZIELNIA ""JEDNOŚĆ"" W KOMARÓWCE PODLASKIEJ";4711
0003608620011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JEZIORZANACH ";4711
0003608620012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JEZIORZANACH ";4711
0003608620013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JEZIORZANACH ";4711
0003608620014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JEZIORZANACH ";4711
0003609390006U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W MIĘDZYRZECU PODLASKIM";4711
0003610340011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JARCZOWIE  ";4711
0003610340012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JARCZOWIE  ";4711
0003610340013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JARCZOWIE  ";4711
0003610340014U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JARCZOWIE  ";4711
0003610340015U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W JARCZOWIE  ";4711
0003611000024U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUBYCZY KRÓLEWSKIEJ";4711
0003611000025U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUBYCZY KRÓLEWSKIEJ";4711
0003611000029U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUBYCZY KRÓLEWSKIEJ";4711
0003611000032U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W LUBYCZY KRÓLEWSKIEJ";4711
0003615190010U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WISZNICACH ";4711
0003615190011U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WISZNICACH ";4711
0003615190012U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WISZNICACH ";4711
0003615190013U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WISZNICACH ";4711
0003615190017U;"GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W WISZNICACH ";4711
