regon;nazwa;pkd07
26065143400021;"1. PAWEŁ PLUTA MECHANIKA POJAZDOWA AP SERWIS 2. PAWEŁ PLUTA USŁUGI KATERINGOWE ""PYSZNA CHATKA"".                         ";5610A
29286191600016;PRZEDSIĘBIORSTWO - HANDLOWO - USŁUGOWO - PRODUKCYJNE KASZA TOMASZ                                                       ;4711Z
38667754500010;MAXIMUS MATEUSZ PARTYKA                                                                                                 ;4711Z
36124855900036;ANNA DUDZIŃSKA MIRABELKA                                                                                                ;4711Z
24071819000039;"F.H.U. ""CONTEST 3"" AGNIESZKA BRZOZOWSKA-HABER                                                                           ";4643Z
00139390600020;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ  ZAKŁAD REHABILITACJI KROKUS                                                      ;8690E
14602573900042;JUSTYNA DUCZEK                                                                                                          ;4791Z
12104466000036;"Baniowska Janina Agencja Usług Medycznych ""Medical-Med""                                                                 ";4711Z
14075341000040;NEO ORGANICS ŁUKASZ PIEŃKOWSKI                                                                                          ;2014Z
36433182900011;PYCHA KEBAB Aleksandra Pych                                                                                             ;5610A
38681634300018;Bożena Bojarska                                                                                                         ;4711Z
35155890200079;"""MADO"" MARIA DĄBROWA                                                                                                    ";4799Z
63044784500039;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE JAG-BUD JAGIEŁKA JACEK                                                               ;4719Z
36427154700012;Filip Pikiel                                                                                                            ;5911Z
27140885700028;Mechanika Pojazdowa Marian Morawiec                                                                                     ;4520Z
06152588000038;SZAMANKO Lubycza Królewska                                                                                              ;5610A
38668335600013;ADAM SPA AUTO Adam Wojciechowski                                                                                        ;4520Z
15212339000022;"""FRESCO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                        ";1623Z
21014128700035;MIROSŁAW MENDYK HANDEL ART.SPOŻYWCZYMI - PRZEMYSŁOWYMI                                                                  ;4711Z
30069434100026;Zen-Mac Zenon Maćkowiak                                                                                                 ;4719Z
13013256000059;"Kisiel Grzegorz Firma Handlowa ""Energo-Handel""                                                                          ";4643Z
38422534200012;OAZA ANNA RUDNICKA                                                                                                      ;5610A
77135159600021;FIRMA WIELOBRANŻOWA - DARIUSZ TREDER                                                                                    ;4941Z
18058314000060;PIOTR STEC BIURO KONSULTINGOWE ALLFINANZ                                                                                ;6619Z
36254909100023;"FIRMA HANDLOWO-USŁUGOWA ""EMI"" Anna Wojtaś                                                                               ";4711Z
93078731300044;DAMIR Borkowski Dariusz                                                                                                 ;9602Z
36541216800012;BARBERZYŃCA Artur Głażewski                                                                                             ;9602Z
36266735300020;ARMAZYN Ewa Jamróz                                                                                                      ;9602Z
14225864200020;Vanilla Home Nieruchomości Ewa Sikora                                                                                   ;6831Z
36125789000014;PRESTIGE Arkadiusz Olek                                                                                                 ;4511Z
34143953600034;DELIKATESY FAKTORIA ILONA IWAŃSKA                                                                                       ;4711Z
67198462000072;NEXBUD Sylwester Kęska                                                                                                  ;4120Z
93047794300047;P.H.U. ARKO ARKADIUSZ BRAMBOR                                                                                           ;4799Z
36081191700018;PaMaCare24 PAWEŁ TUREK                                                                                                  ;4789Z
35134556600046;Monika Srebro Gabinet Psychoterapii                                                                                     ;8690E
81186723400027;INPRESS - USŁUGI REKLAMOWE ANNA SZYMCZUK                                                                                ;1812Z
02035573300040;CANDY SHOP WŁODZIMIERZ SZCZĘŚNIAK                                                                                       ;5610A
61029955000042;PRYWATNY GABINET NEUROLOGICZNY Aleksandra Wawrzeńczak-Hyży                                                              ;8690E
32051115800022;Katarzyna Misiewicz-Janik Poradnia neurologopedyczna                                                                    ;8690E
81245938800070;FIRMA USŁUGOWA ZIELONA - Jan Kopyciński                                                                                 ;6820Z
36260965700010;SISKAM KAMILA KRAWCZYK                                                                                                  ;8219Z
36964823500029;VaniLu KATARZYNA KUBIŃSKA                                                                                               ;5610A
01564703000035;PAWEŁ BIERNACKI KAJET                                                                                                   ;4719Z
25045250100036;"Firma Consultingowo-Handlowa  ""MIPAMEX"" Magdalena Szafarz                                                               ";5610A
27124677400032;"ZAWISZ RYSZARD Niepubliczny Specjalistyczny Zakład Opieki Zdrowotnej       ""PrewReh""                                    ";8690A
35155890200119;"""MADO"" MARIA DĄBROWA                                                                                                    ";4799Z
38673385800010;"""DAFI"" DANUTA FIGIEL                                                                                                    ";6820Z
38657065200011;"""U Basi i Darka"" Barbara Bukowska                                                                                       ";4711Z
36443956700012;"AUTO -NAPRAWA WULKANIZACJA ""U FRANKA"" TOMASZ WOJSIAT                                                                    ";4520Z
10040445000152;FINANCE DEVELOPMENT BARTOSZ ŚLEDZIŃSKI                                                                                  ;8551Z
10045234800057;Hydrotim Mariusz Woźniak                                                                                                ;3312Z
01723015500058;1. ZIELEŃ BEZ GRANIC HANNA IREK 2. HANNA IREK WSPÓLNIK SPÓŁKI CYWILNEJ SKANEDO                                          ;7490Z
36416820000017;Przedsiębiorstwo Handlowo Usługowe EMA Ewelina Witowska-Sebzda                                                          ;4711Z
36942306800045;IZABELA TOBOLSKA                                                                                                        ;4711Z
38255557800015;CHILLI KEBAB DOMINIKA SGHAIRI                                                                                           ;5610A
36439173100014;Ksero Projekt Aleksandra Bach                                                                                           ;1812Z
36450547100018;FIZJOTERAPIA BOŻENA STĘPNIAK                                                                                            ;8690A
06060158900025;KAMIL BIAŁASZ                                                                                                           ;4711Z
30229146900180;"Pielęgniarski Ośrodek Medycyny Szkolnej ""CENTYLEK"" HIRSZFELD HALINA, JUSTYNA KOSIŃSKA, JUSTYNA HIRSZFELD- MATUSZEWSKA   ";8690C
01622191200038;Karwacki Rafał KATENA SPÓŁKA CYWILNA                                                                                    ;7490Z
38049135400013;MK BEAUTY MAGDALENA KOJDER                                                                                              ;9602Z
63972061000215;Pielęgniarski Ośrodek Medycyny Szkolnej CENTYLEK Kosińska Justyna, Halina Hirszfeld, Justyna Hirszfeld-Matuszewska      ;8690C
38777582400014;Usługi remontowe - Grzegorz Szlufik                                                                                     ;4339Z
24115106300033;Szymon Masiak                                                                                                           ;6820Z
12147863000021;TOMASZ MICHALDO                                                                                                         ;7990A
36933070500016;CARO-LINE Karolina Serzysko                                                                                             ;4791Z
02022833100020;USŁUGI TRANSPORTOWE I ROBOTY ZIEMNE KOTWICA MAREK                                                                       ;4312Z
34068757400086;WYNAJMY JADWIGA SZYLING                                                                                                 ;6820Z
34154083800028;Dignific Design Joanna Tuczkowska                                                                                       ;9321Z
81098485400055;BOUFEN URSZULA PROŚCIAK                                                                                                 ;7712Z
81240611000024;DOROTA SZUGALSKA TECHNIK DENTYSTYCZNY                                                                                   ;3250Z
15215596300018;ZŁOTY GRZEGORZ                                                                                                          ;8121Z
01094151600025;JAZZ ROCK BAR, KRZYSZTOF PAWELSKI                                                                                       ;5610A
45069567000026;""" FILIPKOWSKI"" Janusz Lucjan Filipkowski                                                                                ";6820Z
00107866500044;"""SPOŁEM"" POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW W EŁKU                                                                       ";4711Z
36040054500013;Auto serwis MARTA WOJTERA                                                                                               ;4520Z
09037045100040;SKLEP SPOŻYWCZO-PRZEMYSŁOWY Teresa Czapiewska                                                                           ;4711Z
22043416500041;"FIRMA ""DAKOR"" Dawid Prajwowski                                                                                          ";4711Z
27811879500043;AUTO-ST SEBASTIAN STASIERSKI                                                                                            ;4520Z
15137367500025;SAO DO. LE QUANG HUNG                                                                                                   ;5610A
24192599000056;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA ELŻBIETA PLESZ                                                                      ;8690C
02078145300028;KOZŁOWSKI Wojciech Kozłowski                                                                                            ;5610A
02102890100200;ALEKSANDRA BOBA                                                                                                         ;6820Z
32119259000030;KM KRASOWSKI MARIUSZ                                                                                                    ;4941Z
18087558100022;Grzegorz ZAWADZKI                                                                                                       ;8690E
24016524100028;"PRASOŁ IRENA ZUZANNA  ""FRYTKA""                                                                                          ";5610A
34068757400093;WYNAJMY JADWIGA SZYLING                                                                                                 ;6820Z
33044122000040;Aldona Kordys                                                                                                           ;8690C
14002968200033;Star Team Event Marek Miłoszewski                                                                                       ;4719Z
36426410000012;USŁUGI PIELĘGNIARSKIE I RATOWNICTWA MEDYCZNEGO Przemysław Balcer                                                        ;8690C
38660977900010;JACKOB GARAGE JAKUB LIMBERGER                                                                                           ;4520Z
26055807700040;WOJCIECH PIWOWAR ELEVEN                                                                                                 ;4791Z
36454527500017;POŚREDNICTWO W OBROCIE NIERUCHOMOŚCIAMI Wiesława Bielawska                                                              ;6831Z
36460224000011;SW SYLWIA WITTKE                                                                                                        ;4540Z
12310613400026;"PHU SALON MEBLOWY ""VIZIONE"" BEATA HEJNOLD                                                                               ";4759Z
63084862700020;ZBIGNIEW SKWIRA                                                                                                         ;4779Z
36436095000019;Joanna Plichta                                                                                                          ;4719Z
36434081100017;"GABINET PSYCHOLOGICZNY ""LATARNIA"" SANDRA ŚWIĘCH                                                                         ";8690E
51100125400014;MATUSZEWSKI STANISŁAW                                                                                                   ;4932Z
47143114600039;PRACOWNIA PROTETYKI DENTYSTYCZNEJ                                                                                       ;3250Z
63454237400025;TRAFIKA ANNA PYKA                                                                                                       ;4711Z
71042644200033;Sklep Spożywczo - Przemysłowy Burdach Anna                                                                              ;4711Z
27143203400065;P.H.U. BERNAT - TRANS JAROSŁAW BERNAT                                                                                   ;4941Z
00348056100075;DUHABEX WN SŁAWOMIR HABER                                                                                               ;6820Z
24001797700025;"F.H. ""TR-OL""  ROMAN FUSEK                                                                                               ";4779Z
27769031700022;"SALON FRYZJERSKO-KOSMETYCZNY ""DAFNE"" S.C. BOGUMIŁA KOZIOŁ, DANUTA WYPYCH                                                ";9602Z
31016259900084;HANDEL WIELOBRANŻOWY SŁAWOMIR MICHALAK                                                                                  ;4719Z
32090053000029;ONTOP MARCIN SAWA                                                                                                       ;7490Z
24021025000122;TOMASZ ZASĘPA KATZ                                                                                                      ;6820Z
19094781200022;KAZIMIERZ HIRSZ USŁUGI FRYZJERSKIE-KOSMETYCZNE DAMSKIE-MĘSKIE                                                           ;9602Z
69131742800021;PALUSZEK ELŻBIETA                                                                                                       ;4941Z
25047849800024;Piotr Sówka SOWA                                                                                                        ;7490Z
11061017600040;INDYWIDUALNA PRAKTYKA STOMATOLOGICZNA-LEK.STOM. TOMASZ STUDZIŃSKI                                                       ;9602Z
39104419300038;"""TOMI"" Tomasz KONIAK                                                                                                    ";4711Z
25055641300030;ZOFIA BYDAŁEK WYNAJEM NIERUCHOMOŚCI, YASUMI , LC-LC                                                                     ;6820Z
65020803600044;Kamil Policht Przychodnia Weterynaryjna dla Małych Zwierząt                                                             ;4799Z
83020332100031;"Wiesław Bekas - Firma Handlowo-Usługowa ""GOTAR""                                                                         ";4120Z
27234198300026;DRĄG BEATA                                                                                                              ;4719Z
03011452000091;Wojdakowski Dariusz                                                                                                     ;1812Z
06131151100072;"Firma Handlowo - Usługowa ""ERTONS""  Sławomir Szczotka                                                                   ";4791Z
38667754500028;MAXIMUS MATEUSZ PARTYKA                                                                                                 ;4711Z
01724775300045;KAJMAKS Dariusz Galbfach                                                                                                ;5610A
17087588000015;GOSPODARSTWO ROLNE  IRENA MALECKA                                                                                       ;0119Z
73021355800014;"ZAKŁAD PRODUKCYJNO HANDLOWO USŁUGOWY""JAPIX""S.C.JAKUBCZAK C.KOWALCZYK B.                                                 ";1413Z
27655571200020;"WĄTROBA WITOLD PRZEDSIĘBIORSTWO HANDLOWE ""OMEGA""                                                                        ";4711Z
15219208800026;CAR - BIS SEBASTIAN MROZIŃSKI                                                                                           ;4511Z
34036715400035;Move it! Przemysław Czerwiński                                                                                          ;8551Z
36117234200039;FIRMA HANDLOWO-USŁUGOWA Mariusz Gołębiewski                                                                             ;4711Z
87117197400023;USŁUGI MEDYCZNO-PIELĘGNIARSKIE REDER ANGELIKA                                                                           ;8690C
43127029500070;SMAK-SERWIS WIESŁAW KUROWSKI                                                                                            ;5610A
38636892700016;ZAKŁAD PIEKARNICZY KLIMKO ALEKSANDRA KLIMKO                                                                             ;4799Z
38662730000010;BIES-DZIK Jakub Orenczak                                                                                                ;9329B
49052881000027;ForConcept JACEK TOKARCZYK                                                                                              ;7410Z
81027106000120;Danuta Bujnowska SKLEPY MARKOWE                                                                                         ;4782Z
07239408100193;EMI MARKET 12                                                                                                           ;4711Z
02165218900077;JOLANTA GAWRYSZEWSKA USŁUGI PIELĘGNIARSKIE                                                                              ;8690C
27058137000110;MIEJSKA BIBLIOTEKA PUBLICZNA FILIA NR 9                                                                                 ;9101A
07234221000020;GMINNA BIBLIOTEKA PUBLICZNA FILIA W BYSTREJ                                                                             ;9101A
07235321900042;GMINNA BIBLIOTEKA PUBLICZNA FILIA W KANIOWIE                                                                            ;9101A
14722886400058;GORA S.C. ROBERT NASIADKA, MAŁGORZATA NASIADKA                                                                          ;4711Z
00107866500020;"""SPOŁEM"" POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW W EŁKU                                                                       ";4711Z
00037310300080;"GMINNA SPÓŁDZIELNIA ""SCH"" W POŁAJEWIE                                                                                   ";4711Z
07235321900050;GMINNA BIBLIOTEKA PUBLICZNA FILIA W BESTWINCE                                                                           ;9101A
12245764700039;STRUTS BUILDER BB PIOTR RODAK                                                                                           ;4339Z
36736740800016;FHU OKOMA Mateusz MACOCH                                                                                                ;7420Z
24021025000082;TOMASZ ZASĘPA KATZ                                                                                                      ;6820Z
34067039000026;KOSMATY - Hubert Jachimowski                                                                                            ;4791Z
36387700600013;POP UP EVENTS ZOFIA HERTEL-SŁODYCZKA                                                                                    ;8230Z
38550892900019;"Mirosław Dąbrowski ""KOBIECY STYL""                                                                                       ";4791Z
38315941300017;LIGHT SOUND DJ Sławomir Kurczewski                                                                                      ;9329B
36969649300013;DMP FRIGO TRANS DAMIAN PIĘTKA                                                                                           ;4941Z
36346076600019;JULIAMED                                                                                                                ;8690C
24071894100024;"Mariusz Żak Zakład Usługowy "" MARTRANS""                                                                                 ";4941Z
38684607700026;NZOZ SALUS OPIEKA STACJONARNA                                                                                           ;8690E
38043131700019;BAHAR BERLIN EMILIA KRZYŻANOWSKA-BAHAR                                                                                  ;5610A
36449200100014;RESTAURACJA CLUB ,, RIPOSTA ''                                                                                          ;5610A
25158231200026;BAMBINI ROBERT WYPCHŁO                                                                                                  ;4791Z
16002966600020;JACEK ŻYTKIEWICZ Auto Elektrotechnika                                                                                   ;4520Z
16158839100030;AUTO-SYSTEM RAFAŁ KIEŁBICKI                                                                                             ;9601Z
31014625800028;CIĘŻAROWY TRANSPORT SAMOCHODOWY ROMAN MIELCAREK                                                                         ;4941Z
30113488000028;POCZĄTEK ATELIER ANETA POCZĄTEK                                                                                         ;9003Z
30137190100022;'ADAMCZAK KAROLINA PSYCHOLOG '                                                                                          ;8690E
36047130900010;IGNAS TRANSPORT ŁUKASZ PADEREWSKI                                                                                       ;4941Z
36443719500018;SZOP JULITA WALCZAK                                                                                                     ;9601Z
36453172900014;KRZYSZTOF JANKOWSKI WSPÓLNIK SPÓŁKI CYWILNEJ SPEC-GLAS                                                                  ;2312Z
29264904000074;1.Justyna Pałka SERWISUJ TU BIS 2.Justyna Pałka wspólnik spółki cywilnej BANGKOK SPA 3.Justyna Pałka wspólnik spółki cyw;5610A
57208198100027;Pralnia Dywanów                                                                                                         ;9601Z
19205179300042;Sklep Spożywczo - Przemysłowy Dariusz Bedla                                                                             ;4711Z
01132502100078;KRAWIECTWO WYRÓB I SPRZEDAŻ ANNA CICHOCKA                                                                               ;4782Z
09150170200039;GRAŻYNA WIECZOREK                                                                                                       ;4782Z
81000950500058;ROMUALD KLENTAK                                                                                                         ;6820Z
35110637600020;Wojciech Bereta                                                                                                         ;4711Z
49282579400042;MAREK WORWA MAX PRODUKCJA-DYSTRYBUCJA                                                                                   ;6820Z
28005220900058;F.H.U. AROS Robert Soliwoda                                                                                             ;4719Z
08042126800023;PRO AUTO ADRIAN RATAJCZAK                                                                                               ;4511Z
36453879500019;AM-SERWIS AGNIESZKA MICHNIEWSKA                                                                                         ;4719Z
24362050400033;FIRMA HANDLOWO-USŁUGOWA BABROŃ ARTUR BOROŃ                                                                              ;4520Z
00248853700021;BOGDAN HYBNER                                                                                                           ;8219Z
38053364400010;FIRMA USŁUGOWO-HANDLOWA MATEO Mateusz Stenka                                                                            ;4941Z
10045234800032;Hydrotim Mariusz Woźniak                                                                                                ;3312Z
36262137400022;KOENERGIS Jan Kondratowicz                                                                                              ;3511Z
36434081100024;"GABINET PSYCHOLOGICZNY ""LATARNIA"" SANDRA ŚWIĘCH                                                                         ";8690E
93260939500075;"PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PETROBUD"" GRAŻYNA KUROPKA                                                           ";4799Z
36437993100020;FIRMA HANDLOWO-USŁUGOWA JAN DUDAŁA                                                                                      ;4711Z
73163488800079;"""P.H.U. CATERING-SERVICE"" RENATA WOJCIECHOWSKA                                                                          ";5610A
38297730000014;Sklep spożywczy                                                                                                         ;4711Z
19161731800059;Maria Skrzyńska                                                                                                         ;6820Z
27273831500025;ZALEWSKI MIROSŁAW                                                                                                       ;4711Z
53057480200022;BEATA MROŻEK P.P.U.H. MROŻEK-VALVES                                                                                     ;6820Z
36413357800025;"BARBARA LISS SKLEP OGÓLNOSPOŻYWCZY ""U LISKA""                                                                            ";4711Z
63440281600059;KATARZYNA CZERWIŃSKA STYLOWNIA                                                                                          ;4779Z
02092049800066;TOMASZ ŻEREBECKI                                                                                                        ;5610A
08003580300030;DAWID SAUERMAN                                                                                                          ;8690B
06027117500034;DENDESIGN PIOTR REJNER                                                                                                  ;4719Z
38426193500029;D.O.M. Kamila Kuś Ewa Pawińska spółka cywilna                                                                           ;6831Z
69087909300037;Zakład Eksploatacji Kruszyw i Robót Ziemnych Jeziorek Piotr, Jeziorek Sławomir, Dziubek Leszek s.c.                     ;4211Z
30191209900036;IZABELA NAPIERALSKA                                                                                                     ;5610A
38489187200135;AGARTEX Agnieszka Woźniak                                                                                               ;4778Z
36171576500020;PAWEŁ ERBEL ECOEIT                                                                                                      ;4719Z
01283012300028;"1) 1A. A1 DOM NIERUCHOMOŚCI MAREK OŻGA; 2) DENTLANDIA MAREK OŻGA                                                        ";6820Z
36038792200010;JAMAL Jacek Malecha                                                                                                     ;3312Z
91014905400029;TWÓJ STYL Andrzej Januszewski                                                                                           ;4719Z
33042682900017;"""KONTAKT"" SP.C.NIERUCHOMOŚCI,SAMOCHODY SIENKIEWICZ W.,JASIŃSKI G.                                                       ";6831Z
57086540200023;"FIRMA PRODUKCYJNO-HANDLOWA ""POKUSA"" S.C.,ADAM POKUSA, AGNIESZKA POKUSA                                                  ";4719Z
10164886900048;PROFIMASZ Jarosław Niedomagała                                                                                          ;3312Z
01588983200040;HLF Weronika Strobel                                                                                                    ;5911Z
93268915800021;"""BUS TRAVERS"" Tadeusz Leszczyński                                                                                       ";4939Z
08101075100057;PROGRESS Adam Piotrowski                                                                                                ;8121Z
01266791800039;JAM Łukasz Malinowski                                                                                                   ;2229Z
38632317800020;Po Kawałku - Pizza i kawa                                                                                               ;5610A
33097833900056;JOLANTA DEREJSKA-KANIA                                                                                                  ;6820Z
26072596000041;Beata Chołota Firma Handlowa                                                                                            ;4711Z
36643650900103;GOLDIMAR MARCIN ZGRYZA                                                                                                  ;4779Z
14098198900075;Mariusz Walas WAJS SYSTEM                                                                                               ;4719Z
79009512900079;OLSZEWSKI JACEK                                                                                                         ;4711Z
24036444300022;COLLISION CENTER SYLWIA NIZIAŁ                                                                                          ;5610A
27355602000023;BLADE & GLORY Jerzy RUSEK                                                                                               ;9602Z
34084472000049;MOBILITY SERVICES Tomasz Wróblewski                                                                                     ;8230Z
35155890200047;"""MADO"" MARIA DĄBROWA                                                                                                    ";4799Z
00028271900034;KSIĄŻNICA  BESKIDZKA FILIA-KAMIENICA                                                                                    ;9101A
00028271900080;KSIĄŻNICA BESKIDZKA FILIA-MIKUSZOWICE KRAKOWSKIE                                                                        ;9101A
27058137000102;MIEJSKA BIBLIOTEKA PUBLICZNA FILIA NR 8                                                                                 ;9101A
00028271900177;KSIĄŻNICA BESKIDZKA FILIA-OSIEDLE KARPACKIE                                                                             ;9101A
07234221000038;GMINNA BIBLIOTEKA PUBLICZNA FILIA W MESZNEJ                                                                             ;9101A
07235350900056;GMINNA BIBLIOTEKA PUBLICZNA FILIA W STAREJ WSI                                                                          ;9101A
07234144600065;GMINNA BIBLIOTEKA PUBLICZNA W JASIENICY FILIA W MAZAŃCOWICACH                                                           ;9101A
07234144600072;GMINNA BIBLIOTEKA PUBLICZNA W JASIENICY FILIA W MIĘDZYRZECZU                                                            ;9101A
63980596700021;MARIUSZ GRZELKA USŁUGI TRANSPORTOWE I HANDEL OBWOŹNY w spadku                                                           ;4941Z
57204668300020;P.H.U.KRZYSZTOF MARKIEWICZ                                                                                              ;4520Z
43045263407233;"""STOKROTKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                     ";4711Z
10085152200116;Pan tu nie stał Centrala                                                                                                ;4791Z
38618931400018;CHMURO CONCEPT - OSKAR CHMURZYŃSKI                                                                                      ;6820Z
39072800900037;P.H.U. STASIAK JANUSZ STASIAK                                                                                           ;4931Z
36528614300052;KATARZYNA SUWAŁA                                                                                                        ;4711Z
36544773500017;Auto części używane Anna Zawadzka                                                                                       ;4520Z
15062972400035;"JANUSZ GAŹDZICKI FIRMA HANDLOWA ""DAWID""                                                                                 ";4719Z
25155331600033;"FIRMA HANDLOWO USŁUGOWA ""AD-KOR"" ADAM KORDUS                                                                            ";7490Z
11015935600031;USŁUGI TRANSPORTOWE ROBERT BAJUK                                                                                        ;4941Z
36319133200032;Dariusz Stożek Doradztwo Finansowe                                                                                      ;6619Z
45010212000159;P.H. KONRAD Krzysztof Przeździecki                                                                                      ;0162Z
14747248100020;Studio Paweł Grajkowski                                                                                                 ;7410Z
38680489000010;KAMIL DĘBOWSKI                                                                                                          ;5610A
06066013200020;Justyna Róża Zadura Zakład Budowy Wodociągów i Kanalizacji                                                              ;4211Z
36749233200026;"""ADDICT"" Adrian Kubiniok                                                                                                ";4711Z
24345653600025;"PRZEDSIĘBIORSTWO HANDLOWE ""PARTS"" Ewa Szarawara                                                                         ";9329B
09152664200027;"""BIOFARM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ODDZIAŁ W CHRZANOWIE                                                  ";2059Z
19027114800028;"""RUBENS"" Małgorzata Dembkowska - studio sitodruku i grafiki komputerowej                                                ";1812Z
07081247900027;FIRMA USŁUGOWO-HANDLOWA LACH-PAŹDZIORKO BARBARA                                                                         ;4799Z
06173601500025;JOANNA SZCZĘCH                                                                                                          ;4711Z
38606117500017;"FIRMA USŁUGOWA ""GA-BA"" MAŁGORZATA GREGORCZYK                                                                            ";8690C
36439495900010;Dariusz Bruszkowski DB WYCENA NIERUCHOMOŚCI                                                                             ;6831Z
38147267200020;DORADZTWO HANDLOWE KAMIL MAGIERA                                                                                        ;4511Z
06063797200029;LIDIA PIKULA PIĘKNO I STYL                                                                                              ;9602Z
11071391800038;FINSPEKTRUM PIOTR WALCZUK                                                                                               ;6619Z
36394501500019;ANNA RZEWUSKA                                                                                                           ;5610A
02153839300028;TRAFITOM TOMASZ KUCZYŃSKI                                                                                               ;4778Z
36352068100030;OPEN HEAD STANISŁAW BARTOLD                                                                                             ;5610A
36054267600014;P.H.U. PETRUZ Dominika Petruz                                                                                           ;8690A
09249120700051;ART-LED LIGHTING ARKADIUSZ WANDOWSKI                                                                                    ;4759Z
36187533900016;MAK Naprawa Maszyn Marcin Kaszlej                                                                                       ;3312Z
02216895200050;Przedsiębiorstwo Handlowo Usługowe Piotr Wrześniak                                                                      ;4941Z
38669492800012;Firma Handlowa Katarzyna Grabowska                                                                                      ;4711Z
02188418400036;ARTWALD FIRMA HANDLOWA LIDIA WŁOSIK                                                                                     ;4778Z
14595009000206;CENTRUM ZDROWIA WARSZAWA TARGÓWEK KOMPLEKS BASENÓW REHABILITACYJNYCH                                                    ;9311Z
43268379200044;BROSZKIEWICZ JERZY BROSMED CENTRUM ZAOPATRZENIA LECZNICTWA                                                              ;6820Z
01183138500029;MARZENNA NOWAKOWSKA WSPÓLNIK SPÓŁKI CYWILNEJ NOWAKOWSCY S.C.                                                            ;4711Z
27391310500025;KOLANKOWSKI TOMASZ                                                                                                      ;4711Z
12247693000021;"Irena Suchodolska Zakład Optyczny ""FILLO""                                                                               ";4778Z
19163822000042;FIRMA MENTOR SŁAWOMIR KNOPIK                                                                                            ;8121Z
05060717000048;GRYCUK ALINA HANDEL OBWOŹNY                                                                                             ;4782Z
32038107500026;SMART REPAIR USUWANIE WGNIECEŃ SAMOCHODOWYCH BARTOSZ CHUDZIK                                                            ;4520Z
35675260300057;HAI DO QUANG FHU LAM KIEU                                                                                               ;5610A
36454651800014;LAGUNA 7 DARIUSZ ŁAGUNIAK                                                                                               ;9601Z
00107866500037;"""SPOŁEM"" POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW W EŁKU                                                                       ";4711Z
00037310300065;"GMINNA SPÓŁDZIELNIA ""SCH"" W POŁAJEWIE                                                                                   ";4711Z
00037310300072;"GMINNA SPÓŁDZIELNIA ""SCH"" W POŁAJEWIE                                                                                   ";4711Z
75079927000023;PRO.J JĘDRZEJ ORLIKOWSKI                                                                                                ;5610A
30089423500028;RAFAŁ BARCIKOWSKI                                                                                                       ;4781Z
19145553100021;ADRATON PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE Zbigniew Bach                                                                ;4799Z
30261083900020;"""Eljot Leśnik Irena""                                                                                                    ";1392Z
34113846700047;USŁUGI PIELĘGNIARSKIE MARTA ROGALA                                                                                      ;8690C
38670816800010;FIRMA USŁUGOWO HANDLOWA Renata Skubisz                                                                                  ;4511Z
43088107400036;TOM-CAR TOMASZ PALISZEWSKI                                                                                              ;4511Z
38676341100023;Carebits Warszawa                                                                                                       ;8690E
73100681500058;Sylwester Binas BINEX                                                                                                   ;4711Z
36154850500034;Brunch & Coffee Poland SERGII MYSLYTSKYI                                                                                ;5610A
14685789400026;MOHAMMAD BIHARI FOOD BEVERAGE                                                                                           ;5610A
63460507000030;"""GALERIA FRYZUR TOP TRENDY""JANKOWSKA ELŻBIETA                                                                           ";9602Z
34072498000043;Przemysław Skarbiński APS                                                                                               ;7410Z
27808188500077;"Wynajem Pokoi ""BAMAR""                                                                                                   ";6820Z
24018224500032;GIL AGNIESZKA F.H.U. TOBAGO                                                                                             ;4711Z
97786528400053;LOKUM Zbk Andrzej Niemiec                                                                                               ;6820Z
02088322500029;P.H.U. SŁAWOMIR DUMITRESCU                                                                                              ;4711Z
36426366000012;AMPI-BIS IWONA JĘDRZEJEWSKA                                                                                             ;8121Z
38505522100038;USŁUGI FITNESS DOROTA SKACZYŁO                                                                                          ;8551Z
26006855100034;"Rafał Józefowicz F.U.H.""Rafmar""                                                                                         ";4519Z
34122905200051;Wojewódzki Szpital Psychiatryczny im.prof. Tadeusza Bilikiewicza                                                        ;8690C
53180281400084;GASTRO KERN SEBASTIAN                                                                                                   ;5610A
27640125100065;MAX SERWIS S.C.   KATARZYNA TKACZ, SŁAWOMIR TKACZ                                                                       ;4511Z
36986244800013;SYLWIA NOWAK-GOŁDA                                                                                                      ;6619Z
38360227400011;BAZA Studio Michał Martynów                                                                                             ;9003Z
36393728600012;PERFEKT SERVIS MARIUSZ MŁODZIK                                                                                          ;4941Z
00139744200060;"OŚRODEK REHABILITACJI FUNDACJI ""MIELNICA""                                                                               ";8690A
38670335000015;USŁUGI PIELĘGNIARSKIE MONIKA JANUSZKO                                                                                   ;8690C
69047303700028;"""AUTOKLINIKA"" Tomasz Kuraś                                                                                              ";4520Z
