id;nazwa;zadania;kod;zadania_en
3540;Działalność brokerów i agentów w zakresie energii elektrycznej i gazu ziemnego;działalność brokerów i agentów organizujących sprzedaż energii elektrycznej za pomocą systemów dystrybucji obsługiwanych przez inne jednostki, działalność brokerów i agentów organizujących sprzedaż paliw gazowych za pomocą systemów dystrybucji obsługiwanych przez inne jednostki, działalność maklerów i agentów w zakresie wymiany towarowej oraz mocy dystrybucji dotyczącej paliw gazowych,  działalność maklerów i agentów w zakresie wymiany towarowej oraz mocy dystrybucji dotyczącej energii elektrycznej.;35.40; activities of brokers or agents, who arrange the sale of electricity via power distribution systems operated by others- activities of gas brokers or agents, who arrange the sale of gaseous fuels via gas distribution systems operated by others- activities of brokers and agents for commodity and distribution capacity exchanges for gaseous fuels- activities of brokers and agents for operation of electricity, distribution and transmission capacity exchanges for electric power. 
3600;Pobór, uzdatnianie i dostarczanie wody;Pobór, uzdatnianie i dostarczanie wody;36.00; abstraction of water from rivers, lakes and ground water.treatment of water for the water supply.desalting of sea or ground water to produce water as the principal product of interest.distribution of water through mains, by trucks or other means.rainwater harvesting. This class also includes:  operation of irrigation canals- rental and leasing of water distribution networks
3700;Odprowadzanie i oczyszczanie ścieków;Odprowadzanie i oczyszczanie ścieków;37.00; operation of wastewater treatment facilities for reuse of e.g. agricultural, industrial, road cleaning wastewater or collected rainwater, or for artificial recharge or augmentation of groundwater bodies.collection and transportation of wastewater from users, e.g. households or industrial units.collection and transportation of rainwater by means of sewerage networks, collectors, tanks and other means of transport (sewage vehicles etc.).maintenance and cleaning of sewers and drains, including sewer rodding. This class also includes:  freeze drying of sewage sludge by wastewater treatment plants.emptying and cleaning of cesspools and septic tanks, sinks and pits from sewage.servicing of chemical toilets
3811;Zbieranie odpadów innych niż niebezpieczne;Zbieranie odpadów innych niż niebezpieczne;38.11; collection of non-hazardous solid waste (i.e. garbage) within a local area from e.g. collection of waste from households and businesses by means of refuse bins, wheeled bins, containers, which may contain mixed recoverable materials.collection of recyclable materials (separated or not).collection of non-hazardous waste of animal or vegetal origin.collection of used cooking oils and fats.collection of refuse in public places.collection of yard waste. This class also includes:  collection of construction and demolition waste.collection and removal of debris.collection of waste output of industrial plants.operation of waste transfer facilities for non-hazardous waste
3812;Zbieranie odpadów niebezpiecznych;Zbieranie odpadów niebezpiecznych;38.12; the collection of hazardous waste, e.g. explosive, oxidising, flammable toxic, irritant, carcinogenic, corrosive, infectious and other substances and preparations harmful for human health and environment. The activities may also include identification, treatment, packaging and labelling of waste for the purposes of transport. collection of hazardous waste, e.g.: used oil from ships or garages.paints and varnishes.bio-hazardous waste.hazardous waste of animal origin.nuclear waste.collection of expired pharmaceuticals.used batteries. This class also includes:  operation of waste transfer facilities for hazardous waste
3821;Odzysk surowców;Odzysk surowców;38.21; the processing of metal and non-metal waste, including scrap and other articles into secondary raw materials.Also included is the recovery of materials from waste streams in the form of (1) separating and sorting recoverable materials from non-hazardous waste streams or (2) the separating and sorting of commingled recoverable materials, e.g. paper, plastics, used beverage cans and metals, into distinct categories.Examples of the mechanical or chemical transformation processes that are undertaken are:  mechanical crushing and shredding of metal waste, e.g. from used cars, washing machines or bikes.mechanical reduction of large iron pieces, e.g. railway wagons.recovery of iron from clinker.reclaiming metals out of photographic waste, e.g. fixer solution or photographic films and paper.dismantling of wrecks of any type (automobiles, ships, computers, televisions and other equipment) for materials recovery.producing of rubber powder from rubber waste and scrap, including decontamination, division (elimination) of fractions and devulcanising.sorting and mechanical processing (e.g. cleaning, grinding) of plastics to produce secondary raw material.processing (aging, cleaning, sorting) of incineration bottom ash into secondary raw materials (metals, aggregates).crushing, cleaning and sorting of glass.crushing, cleaning and sorting of other waste, e.g. demolition waste to obtain secondary raw material.processing of food, beverage and tobacco waste and residual substances into secondary raw materials.recovery of waste oil, processing of used cooking oils and fats into secondary raw materials.extraction of silver from waste chemicals, other than by electrolytic refining.recovery of phosphorus from the incineration of sewage sludge.recovery of textile and clothing products by mechanical, thermal or chemical processes.production of waste compost.production of biogas from waste, not for the purpose of gas or energy supply. 
3821;Odzysk surowców;mechaniczne zgniatanie i rozdrabnianie metalowych przedmiotów, na przykład: starych samochodów, rowerów, niesprawnych pralek, mechaniczne zmniejszanie dużych elementów stalowych, na przykład wagonów kolejowych, odzyskiwanie żelaza z klinkieru, odzyskiwanie metali z odpadów fotograficznych, na przykład z utrwalaczy, kliszy i papieru fotograficznego, wytwarzanie proszku gumowego z odpadów i braków z gumy, włączając odkażanie, oddzielanie (eliminację) frakcji i dewulkanizacja, sortowanie i obróbkę mechaniczną (na przykład czyszczenie, mielenie) tworzyw sztucznych w celu wytworzenia surowców wtórnych, przetwarzanie (starzenie, czyszczenie, sortowanie) popiołów dennych w celu odzysku metali, kruszyw, kruszenie, czyszczenie i sortowanie szkła, zgniatanie, czyszczenie i sortowanie pozostałych odpadów,na przykład odpadów ze rozbiórki w celu uzyskania surowców wtórnych, przetwarzanie na surowce wtórne pozostałych odpadów pochodzących z żywności, napojów, wyrobów tytoniowych i innych pozostałości, odzysk olejów odpadowych, przetwarzanie na surowce wtórne zużytych olejów i tłuszczów jadalnych, pozyskiwanie srebra z odpadów chemicznych, inne niż rafinacja elektrolityczna, odzyskiwanie fosforu ze spalania osadów ściekowych, odzyskiwanie wyrobów włókienniczych i odzieżowych w procesach mechanicznych, termicznych lub chemicznych, produkcję kompostu z odpadów, produkcję biogazu z odpadów, nie na potrzeby zaopatrywania w gaz lub energię.;38.21; the processing of metal and non-metal waste, including scrap and other articles into secondary raw materials.Also included is the recovery of materials from waste streams in the form of (1) separating and sorting recoverable materials from non-hazardous waste streams or (2) the separating and sorting of commingled recoverable materials, e.g. paper, plastics, used beverage cans and metals, into distinct categories.Examples of the mechanical or chemical transformation processes that are undertaken are:  mechanical crushing and shredding of metal waste, e.g. from used cars, washing machines or bikes.mechanical reduction of large iron pieces, e.g. railway wagons.recovery of iron from clinker.reclaiming metals out of photographic waste, e.g. fixer solution or photographic films and paper.dismantling of wrecks of any type (automobiles, ships, computers, televisions and other equipment) for materials recovery.producing of rubber powder from rubber waste and scrap, including decontamination, division (elimination) of fractions and devulcanising.sorting and mechanical processing (e.g. cleaning, grinding) of plastics to produce secondary raw material.processing (aging, cleaning, sorting) of incineration bottom ash into secondary raw materials (metals, aggregates).crushing, cleaning and sorting of glass.crushing, cleaning and sorting of other waste, e.g. demolition waste to obtain secondary raw material.processing of food, beverage and tobacco waste and residual substances into secondary raw materials.recovery of waste oil, processing of used cooking oils and fats into secondary raw materials.extraction of silver from waste chemicals, other than by electrolytic refining.recovery of phosphorus from the incineration of sewage sludge.recovery of textile and clothing products by mechanical, thermal or chemical processes.production of waste compost.production of biogas from waste, not for the purpose of gas or energy supply. 
3822;Odzysk energii;przetwarzanie odpadów w energię, wstępną obróbkę odpadów w celu odzyskania energii, przekształcenie materiałów odpadowych w energię elektryczną lub cieplną, na przykład w użytkową energię elektryczną lub cieplną poprzez różne procesy, włączając obróbkę termiczną.;38.22; pre-treatment of waste for energy recovery, conversion of waste materials into e.g. usable heat or electricity, through a variety of processes, which include thermal treatment.. This class also includes the activities of waste-to-energy plants.
3822;Odzysk energii;przetwarzanie odpadów w energię,wstępną obróbkę odpadów w celu odzyskania energii, przekształcenie materiałów odpadowych w energię elektryczną lub cieplną, na przykład w użytkową energię elektryczną lub cieplną poprzez różne procesy, włączając obróbkę termiczną.;38.22; pre-treatment of waste for energy recovery, conversion of waste materials into e.g. usable heat or electricity, through a variety of processes, which include thermal treatment.. This class also includes the activities of waste-to-energy plants.
3823;Pozostały odzysk związany z odpadami;przygotowanie osadów ściekowych do celów obróbki na powierzchni ziemi przynoszącej korzyści w rolnictwie lub poprawę stanu środowiska, przygotowanie odpadów innych niż niebezpieczne do rekultywacji obszarów, na których prowadzone były roboty ziemne lub do celów inżynieryjnych na potrzeby architektury krajobrazu.;38.23; preparation of sewage sludge for land treatment resulting in benefit to agriculture or ecological improvement.preparation of non-hazardous waste for reclamation in excavated areas or for engineering purposes in landscaping. 
3823;Pozostały odzysk związany z odpadami;przygotowanie osadów ściekowych do celów obróbki na powierzchni ziemi przynoszącej korzyści w rolnictwie lub poprawę stanu środowiska, przygotowanie odpadów innych niż niebezpieczne do rekultywacji obszarów, na których prowadzone były roboty ziemne lub do celów inżynieryjnych na potrzeby architektury krajobrazu.;38.23; preparation of sewage sludge for land treatment resulting in benefit to agriculture or ecological improvement.preparation of non-hazardous waste for reclamation in excavated areas or for engineering purposes in landscaping. 
3831;Spalanie odpadów bez odzysku energii;unieszkodliwianie odpadów (włączając przetwarzanie poprzedzające unieszkodliwianie) poprzez spalanie lub obróbkę termiczną bez odzysku energii.;38.31; the disposal and treatment prior to disposal of waste by combustion or thermal treatment without energy recovery.. 
3831;Spalanie odpadów bez odzysku energii;unieszkodliwianie odpadów (włączając przetwarzanie poprzedzające unieszkodliwianie) poprzez spalanie lub obróbkę termiczną bez odzysku energii.;38.31; the disposal and treatment prior to disposal of waste by combustion or thermal treatment without energy recovery.. 
3832;Składowanie odpadów;unieszkodliwianie (włączając przetwarzanie poprzedzające unieszkodliwianie) oraz składowanie odpadów niebezpiecznych i innych niż niebezpieczne, stałych lub niestałych, na lub pod powierzchnią ziemi, na składowiskach lub wysypiskach, przetwarzanie odpadów organicznych w celu ich składowania, unieszkodliwianie produktów ubocznych pochodzenia zwierzęcego na składowiskach odpadów, trwałe składowanie podziemne odpadów w głębokim wgłębieniu geologicznym, na przykład w kopalni soli lub potasu, składowanie wychwyconego dwutlenku węgla.;38.32; the disposal and treatment prior to disposal of non-hazardous or hazardous waste, whether the waste is solid or not, onto or into land (i.e. underground), or in permanent waste storage facilities or sites. operation of landfills for the disposal of waste.treatment of organic waste for landfilling or permanent storage.disposal of by-products of animal origin in landfills. This class also includes:  permanent underground storage of waste in a deep geological cavity, e.g. a salt or potassium mine.storage of captured carbon dioxide
3832;Składowanie odpadów;unieszkodliwianie (włączając przetwarzanie poprzedzające unieszkodliwianie) oraz składowanie odpadów niebezpiecznych i innych niż niebezpieczne, stałych lub niestałych, na lub pod powierzchnią ziemi, na składowiskach lub wysypiskach, przetwarzanie odpadów organicznych w celu ich składowania, unieszkodliwianie produktów ubocznych pochodzenia zwierzęcego na składowiskach odpadów, trwałe składowanie podziemne odpadów w głębokim wgłębieniu geologicznym, na przykład w kopalni soli lub potasu, składowanie wychwyconego dwutlenku węgla.;38.32; the disposal and treatment prior to disposal of non-hazardous or hazardous waste, whether the waste is solid or not, onto or into land (i.e. underground), or in permanent waste storage facilities or sites. operation of landfills for the disposal of waste.treatment of organic waste for landfilling or permanent storage.disposal of by-products of animal origin in landfills. This class also includes:  permanent underground storage of waste in a deep geological cavity, e.g. a salt or potassium mine.storage of captured carbon dioxide
3833;Pozostałe unieszkodliwianie odpadów;odprowadzanie odpadów ciekłych do mórz/oceanów lub innych zbiorników wodnych, włączając umieszczanie ich na dnie morza, zatłaczanie odpadów w postaci umożliwiającej pompowanie do odwiertów, wysadów solnych lub naturalnie powstających komór.;38.33; release of liquid waste to seas/oceans or other water body, including sea-bed insertion.injection of pumpable discards into wells, salt domes or naturally occurring repositories. 
3833;Pozostałe unieszkodliwianie odpadów;odprowadzanie odpadów ciekłych do mórz/oceanów lub innych zbiorników wodnych, włączając umieszczanie ich na dnie morza, zatłaczanie odpadów w postaci umożliwiającej pompowanie do odwiertów, wysadów solnych lub naturalnie powstających komór.;38.33; release of liquid waste to seas/oceans or other water body, including sea-bed insertion.injection of pumpable discards into wells, salt domes or naturally occurring repositories. 
3900;Działalność związana z rekultywacją i pozostała działalność usługowa związana z gospodarką odpadami;Działalność związana z rekultywacją i pozostała działalność usługowa związana z gospodarką odpadami;39.00; decontamination of soils and groundwater at the place of pollution, either in situ or ex situ, using e.g. mechanical, chemical or biological methods.decontamination of industrial plants or sites, including nuclear plants and sites.decontamination and cleaning up of surface water following accidental pollution, e.g. through collection of pollutants or through application of chemicals.cleaning up oil spills and other pollutions on land, in surface water, in ocean and seas, including coastal areas.asbestos, lead paint, and other toxic material abatement.clearing of landmines, etc., including detonation at the site.other specialised pollution-control activities.carbon capture activities.remediation of mining sites. This class also includes:  site remediation containment, control and monitoring services
4360;Usługi pośrednictwa w zakresie specjalistycznych usług budowlanych;Usługi pośrednictwa w zakresie specjalistycznych usług budowlanych;43.60; the intermediation for specialised construction services by bringing clients and service providers together for a fee or commission, without the intermediary providing the specialised construction services that are intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, telephone, post, etc.). The fee or commission can be received from either the client or the provider of the specialised construction services. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.. 
4611;Działalność agentów zajmujących się sprzedażą hurtową płodów rolnych, żywych zwierząt, surowców dla przemysłu tekstylnego i półproduktów; działalność niezależnych licytatorów, Działalność agentów zajmujących się sprzedażą hurtową płodów rolnych, żywych zwierząt, surowców dla przemysłu tekstylnego i półproduktów;46.11; activities of agents involved in wholesale of livestock feeds.fur auctions. 
4612;Działalność agentów zajmujących się sprzedażą hurtową paliw, rud, metali i chemikaliów przemysłowych; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową paliw, rud, metali i chemikaliów przemysłowych;46.12; the activities of agents involved in the wholesale of:  fuels, ores, metals and industrial chemicals, including fertilisers. 
4613;Działalność agentów zajmujących się sprzedażą hurtową drewna i materiałów budowlanych; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową drewna i materiałów budowlanych;46.13; activities of agents involved in the wholesale of sanitary equipment. This class also includes:  activities of agents involved in the wholesale of: prefabricated buildings and building equipment.pallets and wooden containers and their parts
4614;Działalność agentów zajmujących się sprzedażą hurtową maszyn, urządzeń przemysłowych, statków i samolotów; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową maszyn, urządzeń przemysłowych, statków i samolotów;46.14; activities of agents involved in the wholesale of:  machinery, including office machinery and computers, industrial equipment, ships and aircraft.telephone and communication equipment, including mobile telephones, modems etc.. This class also includes:  activities of agents involved in the wholesale of agricultural equipment including tractors.activities of agents involved in the wholesale of yachts and recreational boats
4615;Działalność agentów zajmujących się sprzedażą hurtową mebli, artykułów gospodarstwa domowego i drobnych wyrobów metalowych; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową mebli, artykułów gospodarstwa domowego i drobnych wyrobów metalowych;46.15; Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery
4616;Działalność agentów zajmujących się sprzedażą hurtową wyrobów tekstylnych, odzieży, wyrobów futrzarskich, obuwia i artykułów skórzanych; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową wyrobów tekstylnych, odzieży, wyrobów futrzarskich, obuwia i artykułów skórzanych;46.16;Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods
4617;Działalność agentów zajmujących się sprzedażą hurtową żywności, napojów i wyrobów tytoniowych; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową żywności, napojów i wyrobów tytoniowych;46.17; activities of agents involved in the wholesale of food supplement for human consumption. This class also includes:  activities of agents involved in the wholesale of food for pet animals.activities of agents involved in the wholesale of food supplement for animal consumption
4618;Działalność agentów zajmujących się sprzedażą hurtową pozostałych określonych towarów; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową pozostałych określonych towarów;46.18; activities of agents involved in the wholesale of pharmaceutical and medical goods, perfumery and toilet articles and cleaning materials.activities of agents involved in the wholesale of games and toys, sports goods, bicycles, books, newspapers, magazines and stationery, musical instruments, watches, clocks and jewellery, photographic and optical equipment.activities of agents involved in the wholesale of cars and light motor vehicles, lorries, trailers and semi-trailers, camping vehicles, e.g. caravans and motorhomes, motorcycles, including mopeds, cycles, motorised personal transport devices and rolling stock. these motor vehicles include electrical vehicles.activities of agents involved in the wholesale of motor vehicle parts and accessories and parts and accessories for motorcycles, cycles, motorised personal transport devices and rolling stock.activities of agents involved in the wholesale of waste. 
4619;Działalność agentów zajmujących się sprzedażą hurtową niewyspecjalizowaną; działalność niezależnych licytatorów,Działalność agentów zajmujących się sprzedażą hurtową niewyspecjalizowaną;46.19;ctivities of agents involved in non-specialised wholesale
4632;Sprzedaż hurtowa mięsa i wyrobów z mięsa oraz ryb i wyrobów z ryb;Sprzedaż hurtowa ryb i produktów rybnych, Sprzedaż hurtowaowoców morza, Sprzedaż hurtowa flaków, wyrobów garmażeryjnych (wędlin), mięsa solonego, Sprzedaż hurtowa ślimaków,;46.32; wholesale of meat and meat products.wholesale of poultry and game.wholesale of fish and fish products.wholesale of seafood. This class also includes:  wholesale of tripe, delicatessen (charcuterie), salted meat.wholesale of snails.wholesale of algae and seaweed
4638;Sprzedaż hurtowa pozostałej żywności;pozostała wyspecjalizowana sprzedaż hurtową niesklasyfikowaną w poprzednich podklasach: Sprzedaż hurtowa owoców i warzyw, Sprzedaż hurtowa mięsa i wyrobów z mięsa, Sprzedaż hurtowa mleka, wyrobów mleczarskich, jaj, olejów i tłuszczów jadalnych, Sprzedaż hurtowa napojów alkoholowych, Sprzedaż hurtowa napojów bezalkoholowych, Sprzedaż hurtowa wyrobów tytoniowych, Sprzedaż hurtowa cukru, czekolady, wyrobów cukierniczych i piekarskich, Sprzedaż hurtowa herbaty, kawy, kakao i przypraw, na przykład sprzedaż hurtową: soli, octu, mąki, drożdży, miodu. Sprzedaż hurtowa gotowych posiłków, Sprzedaż hurtowa artykułów spożywczych homogenizowanych i żywności dietetycznej, Sprzedaż hurtowa karmy dla zwierząt domowych, Sprzedaż hurtowa suplementów diety przeznaczonych do spożycia przez ludzi, Sprzedaż hurtowa owadów, na przykład świerszczy, przetworzonych i gotowych do spożycia.;46.38; other specialised wholesale activities not already classified in the previous classes 46.31 to 46.37, e.g. wholesale of salt, vinegar, flour, yeast, honey.. This class also includes:  wholesale of ready-made meals.wholesale of homogenised food preparations and dietetic food.wholesale of food for pet animals.wholesale of food supplements for human consumption.wholesale of insects, e.g. crickets, which are processed and ready to eat
4643;Sprzedaż hurtowa elektrycznych artykułów użytku domowego;Sprzedaż hurtowa elektrycznych artykułów użytku domowego, Sprzedaż hurtowa sprzętu radiowego i telewizyjnego, Sprzedaż hurtowa artykułów fotograficznych i optycznych, Sprzedaż hurtowa elektrycznych urządzeń grzewczych i chłodzących, Sprzedaż hurtowa urządzeń grzewczych wykorzystujących odnawialne źródła energii, Sprzedaż hurtowa urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych (HVAC), Sprzedaż hurtowa domowych maszyn do szycia, Sprzedaż hurtowa systemów bezpieczeństwa i alarmów.;46.43; wholesale of electrical household appliances.wholesale of radio and television equipment.wholesale of photographic and optical goods.wholesale of electrical heating and cooling appliances.wholesale of renewable heating equipment.wholesale of heating, ventilation and air conditioning (HVAC) equipment.wholesale of sewing machines of household type.wholesale of safety systems and alarms. 
4649;Sprzedaż hurtowa pozostałych artykułów użytku domowego;sprzedaż hurtowa nagranych nośników;46.49; wholesale of woodenware, wickerwork and corkware etc..wholesale of bicycles, e-bikes, monowheels, hoverboards, kick scooters, Segway's, including related parts and accessories.wholesale of stationery, books, magazines and newspapers.wholesale of leather goods and travel accessories.wholesale of musical instruments.wholesale of recorded media.wholesale of games and toys, including party and magic items.wholesale of sports goods, including special sports footwear, e.g. ski boots, football shoes, skates, ballet shoes.wholesale of recreational boats.wholesale of baby equipment, e.g. baby carriages, pushchairs, baby walkers, baby carriers, baby car seats.wholesale of medals and sports cups. This class also includes:  wholesale of tents and sleeping bags.wholesale in promotional items.wholesale of saucepans and pans.wholesale of imitation jewellery
4664;Sprzedaż hurtowa pozostałych maszyn i urządzeń;sprzedaż hurtowa baterii i akumulatorów do użytku domowego,;46.64; wholesale of machinery for the textile industry and of sewing and knitting machines.wholesale of production-line robots.wholesale of machinery for food, beverages and tobacco industry.wholesale of transport equipment, e.g. locomotives, wagons, except motor vehicles, motorcycles and bicycles.wholesale of ships and boats.wholesale of armoured vehicles.wholesale of aircrafts, drones and unmanned aircraft systems.wholesale of equipment for fish farming.wholesale of attractions for amusement and theme parks, e.g. mechanical rides.wholesale of equipment for hairdressers, gyms, solariums and beauty centres.wholesale of event technology equipment for events, fairs and exhibitions.wholesale of other machinery n.e.c. for use in industry, trade and navigation and other services.wholesale of other electrical material, e.g. electrical motors, transformers.wholesale of batteries and accumulators for domestic use.wholesale of wires and switches and other installation equipment for industrial use.wholesale of photovoltaic panels.wholesale of weapons, weapon systems and ammunition.wholesale for box pallets.wholesale of reservoirs, tanks, vats and similar containers, capacity > 300 l, of plastics, for industrial use. This class also includes:  wholesale of measuring instruments and equipment.wholesale of machines for additive manufacturing (3D printers etc.)
4711;Sprzedaż detaliczna niewyspecjalizowana z przewagą żywności, napojów lub wyrobów tytoniowych;sprzedaż detaliczną różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków), wśród których powinna jednak przeważać żywność, napoje i wyroby tytoniowe. Sklep spożywczo-przemysłowy;47.11; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics) among which, however, food products, beverages or tobacco should be predominant. 
4711;Sprzedaż detaliczna niewyspecjalizowana z przewagą żywności, napojów lub wyrobów tytoniowych;sprzedaż detaliczna prowadzona na straganach i targowiskach różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków), wśród których powinna jednak przeważać żywność, napoje i wyroby tytoniowe.;47.11; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics) among which, however, food products, beverages or tobacco should be predominant. 
4711;Sprzedaż detaliczna niewyspecjalizowana z przewagą żywności, napojów lub wyrobów tytoniowych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków), wśród których powinna jednak przeważać żywność, napoje i wyroby tytoniowe.;47.11; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics) among which, however, food products, beverages or tobacco should be predominant. 
4711;Sprzedaż detaliczna niewyspecjalizowana z przewagą żywności, napojów lub wyrobów tytoniowych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków), wśród których powinna jednak przeważać żywność, napoje i wyroby tytoniowe.;47.11; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics) among which, however, food products, beverages or tobacco should be predominant. 
4712;Pozostała sprzedaż detaliczna niewyspecjalizowana;sprzedaż detaliczną różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków, biżuterii, zabawek, artykułów sportowych), wśród których nie przeważa żywność, napoje i wyroby tytoniowe.;47.12; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods) of which food products, beverages or tobacco are not predominant. 
4712;Pozostała sprzedaż detaliczna niewyspecjalizowana;sprzedaż detaliczna prowadzona na straganach i targowiskach (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków, biżuterii, zabawek, artykułów sportowych), wśród których nie przeważa żywność, napoje i wyroby tytoniowe.;47.12; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods) of which food products, beverages or tobacco are not predominant. 
4712;Pozostała sprzedaż detaliczna niewyspecjalizowana;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków, biżuterii, zabawek, artykułów sportowych), wśród których nie przeważa żywność, napoje i wyroby tytoniowe.;47.12; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods) of which food products, beverages or tobacco are not predominant. 
4712;Pozostała sprzedaż detaliczna niewyspecjalizowana;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami różnego rodzaju towarów (na przykład odzieży, mebli, urządzeń, sprzętu komputerowego, kosmetyków, biżuterii, zabawek, artykułów sportowych), wśród których nie przeważa żywność, napoje i wyroby tytoniowe.;47.12; retail sale of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods) of which food products, beverages or tobacco are not predominant. 
4721;Sprzedaż detaliczna owoców i warzyw;sprzedaż detaliczna prowadzona na straganach i targowiskach świeżych owoców i warzyw, włączając cięte świeże owoce i warzywa, sprzedaż detaliczna prowadzona na straganach i targowiskach suszonych i zakonserwowanych owoców i warzyw.;47.21; retail sale of fresh fruit and vegetables, including cut fresh fruit and vegetables.retail sale of dried and preserved fruits and vegetables. 
4721;Sprzedaż detaliczna owoców i warzyw; Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet świeżych owoców i warzyw, włączając cięte świeże owoce i warzywa, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet suszonych i zakonserwowanych owoców i warzyw.;47.21; retail sale of fresh fruit and vegetables, including cut fresh fruit and vegetables.retail sale of dried and preserved fruits and vegetables. 
4721;Sprzedaż detaliczna owoców i warzyw;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami świeżych owoców i warzyw, włączając cięte świeże owoce i warzywa,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami suszonych i zakonserwowanych owoców i warzyw.;47.21; retail sale of fresh fruit and vegetables, including cut fresh fruit and vegetables.retail sale of dried and preserved fruits and vegetables. 
4722;Sprzedaż detaliczna mięsa i wyrobów z mięsa;sprzedaż detaliczna prowadzona na straganach i targowiskach mięsa i wyrobów z mięsa, włączając drób i dziczyznę, sprzedaż detaliczna prowadzona na straganach i targowiskach flaków, wyrobów garmażeryjnych (wędlin), mięsa solonego, sprzedaż detaliczna prowadzona na straganach i targowiskach ślimaków.;47.22; retail sale of meat and meat products, including poultry and game.retail sale of tripe, delicatessen (charcuterie), salted meat. This class also includes:  retail sale of snails
4722;Sprzedaż detaliczna mięsa i wyrobów z mięsa;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet mięsa i wyrobów z mięsa, włączając drób i dziczyznę, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet flaków, wyrobów garmażeryjnych (wędlin), mięsa solonego, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet ślimaków;47.22; retail sale of meat and meat products, including poultry and game.retail sale of tripe, delicatessen (charcuterie), salted meat. This class also includes:  retail sale of snails
4722;Sprzedaż detaliczna mięsa i wyrobów z mięsa;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami mięsa i wyrobów z mięsa, włączając drób i dziczyznę,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami flaków, wyrobów garmażeryjnych (wędlin), mięsa solonego,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami ślimaków.;47.22; retail sale of meat and meat products, including poultry and game.retail sale of tripe, delicatessen (charcuterie), salted meat. This class also includes:  retail sale of snails
4723;Sprzedaż detaliczna ryb, skorupiaków i mięczaków;sprzedaż detaliczna prowadzona na straganach i targowiskach ryb, owoców morza, produktów z owoców morza i ich przetworów, sprzedaż detaliczna prowadzona na straganach i targowiskach alg i wodorostów.;47.23; retail sale of fish, seafood, seafood products and preparations thereof. This class also includes:  retail sale of algae and seaweed
